鍋燒意麵	479 	473	5.8	10.0	22.8	4.1	3.0	58.5	3.0								990	122	7
雞蛋麵	358 	352	10.4	12.5	0.9	0.2	1.3	74.8	2.8								467	132	5
刀削麵	267 	265	33.5	8.4	0.9	0.4	1.0	56.2	1.0								226	73	2
拉麵	292 	290	26.6	9.1	0.8		1.3	62.1	1.3								429	77	9
意麵	290 	281	26.8	10.1	1.0		2.0	60.1	4.5								572	250	10
衛生油麵	163 	162	61.2	5.5	1.8	0.3	0.3	31.2	0.6								67	49	12
金門黃麵	158 	153	60.1	6.4	0.5	0.1	1.1	31.9	2.3	0.0	0.0	0.0		0.0	0.0	0.0	326	28	6
冷凍烏龍麵	129 	126	67.7	3.4	0.3	0.1	0.4	28.2	1.5	0.4	0.0	0.0	0.0	0.3	0.0	0.0	192	12	7
鍋燒麵	120 	119	70.4	4.5	0.4	0.1	0.2	24.6	0.5								42	5	4
長麵線	310 	306	16.4	10.7	1.1	0.3	7.5	64.3	1.9	3.7	1.8	0.0		1.9	0.0	0.0	2874	87	15
蚵仔麵線	307 	303	17.3	11.3	1.4	0.3	7.7	62.3	2.1								2813	121	19
麵線	350 	345	12.0	11.7	1.5	0.4	2.4	72.4	2.5	2.2	0.1	0.0		1.9	0.2	0.0	752	98	17
雞絲麵	463 	461	6.3	9.4	22.8	7.2	6.5	55.0	1.2								2450	78	14
麵筋	643 	639	4.9	42.5	53.0	8.4	0.6	0.0	1.9								7	11	26
麵腸	138 	137	67.5	20.6	1.9	0.4	0.4	9.7	0.6								47	33	6
白玉米	66 	58	83.8	3.4	0.6		0.7	11.5	3.7								5	200	5
紫玉米	168 	157	59.4	4.5	1.0	0.3	0.6	34.4	4.9								1	253	5
甜玉米	107 	97	75.7	3.3	2.5	0.7	0.7	17.8	4.7	7.0	1.6	1.5		0.0	3.8	0.0	2	269	3
雙色水果玉米	105 	97	76.2	3.1	2.6	0.7	0.6	17.5	4.0	7.8	3.6	3.0		0.0	1.2	0.0	0	239	3
糯玉米	172 	165	59.1	4.7	1.9	0.5	0.9	33.4	3.5	1.1	0.7	0.4		0.0	0.0	0.0	1	273	6
冷凍玉米粒	174 	167	65.6	3.1	8.2		0.6	22.5	3.1								8	210	3
玉米筍	31 	26	91.1	2.2	0.3	0.2	0.6	5.8	2.6	3.6	2.0	1.6		0.0	0.0	0.0	2	222	15
乾玉米粒	373 	346	11.9	10.9	3.9	0.6	1.1	72.2	12.8	0.5	0.0	0.0		0.0	0.5	0.0	1	259	6
玉米胚芽	366 	354	11.5	7.0	0.9	0.1	0.3	80.3	5.7	0.0	0.0	0.0		0.0	0.0	0.0	1	94	3
玉米粉	369 	368	10.9	0.3	0.4	0.1	0.1	88.3	0.2	0.0	0.0	0.0		0.0	0.0	0.0	14	4	2
玉米粒罐頭	90 	83	78.3	2.3	1.4	0.3	1.0	16.9	3.6	4.6	0.9	2.4		0.0	1.3	0.0	208	190	4
玉米醬罐頭	66 	62	83.2	1.4	0.4	0.1	0.9	14.0	1.7	5.0	0.0	0.0		0.0	5.0	0.0	276	92	3
秈米平均值	357 	355	13.4	7.8	0.9	0.4	0.5	77.4	0.6	0.0	0.0	0.0		0.0	0.0	0.0	2	99	5
秈米(台中在來2號)	355 	354	13.9	8.2	1.0		0.6	76.3	0.5								2	114	5
秈米(台中秈10號)	358 	357	13.0	7.4	0.7	0.3	0.4	78.5	0.6	0.0	0.0	0.0		0.0	0.0	0.0	2	85	5
粳米平均值	354 	352	14.1	7.0	0.7	0.2	0.4	77.8	0.7	0.1	0.0	0.0		0.0	0.1	0.0	2	79	5
粳米(台中189號)	356 	355	13.5	7.5	0.6	0.1	0.3	78.1	0.3								3	85	5
粳米(台南11號)	348 	347	15.4	6.7	0.5	0.2	0.2	77.2	0.8	0.0	0.0	0.0		0.0	0.0	0.0	2	71	4
粳米(台粳2號)	357 	355	13.2	7.2	0.5	0.1	0.4	78.7	0.6	0.0	0.0	0.0		0.0	0.0	0.0	2	65	5
粳米(台粳8號)	355 	354	13.5	6.9	0.4	0.1	0.3	78.8	0.5	0.0	0.0	0.0		0.0	0.0	0.0	2	64	4
粳米(台粳9號)	353 	352	14.3	6.6	0.6	0.2	0.3	78.2	0.6	0.0	0.0	0.0		0.0	0.0	0.0	2	71	5
粳米(台農71號)	357 	355	13.3	7.9	0.6	0.2	0.4	77.8	0.9	0.1	0.0	0.0		0.0	0.1	0.0	2	65	5
粳米(高雄139號)	357 	355	13.7	6.1	1.2	0.3	0.5	78.5	1.3	0.4	0.1	0.0		0.0	0.4	0.0	2	117	6
梗米(高雄139號)(2021年)	352 	351	14.4	5.7	0.5	0.2	0.3	79.2	0.8	0.1	0.0	0.0	0.0	0.0	0.1	0.0	1	53	3
粳米(高雄142號)	353 	352	14.3	7.0	0.6		0.4	77.7	0.2								4	74	6
粳米(高雄145號)	364 	362	11.8	6.8	1.0	0.3	0.4	80.0	1.0	0.2	0.0	0.0		0.0	0.2	0.0	1	93	5
越光米	340 	338	17.8	7.6	1.0	0.2	0.5	73.3	0.9	0.0	0.0	0.0		0.0	0.0	0.0	1	90	5
白秈糯米(台中糯70號秈米)	361 	360	12.4	7.9	0.9	0.2	0.5	78.4	0.4								1	95	5
白粳糯米平均值	358 	357	13.1	8.3	0.8	0.2	0.3	77.4	0.7								3	106	7
白粳糯米(台中189號粳米)	359 	357	12.8	8.4	0.5	0.1	0.3	78.0	0.7								2	119	6
白粳糯米(台粳糯1號粳米)	358 	356	13.5	8.2	1.1		0.4	76.8	0.7								4	93	7
野生紅米	360 	352	13.7	7.7	2.6	0.6	1.3	74.7	3.4	0.3	0.0	0.0		0.0	0.3	0.0	8	253	15
紅糯米	362 	352	13.1	9.9	2.8	0.7	1.5	72.6	4.5	0.3	0.0	0.0		0.0	0.3	0.0	1	330	12
黑秈糯米	357 	350	14.8	10.1	3.5	0.9	1.5	70.1	3.3								3	302	9
胚芽秈米(台中秈10號)	363 	357	12.3	8.3	2.1	0.5	1.3	76.1	2.8	0.5	0.0	0.0		0.0	0.5	0.0	2	268	9
胚芽粳米平均值	362 	358	12.7	8.2	1.6	0.5	0.7	76.8	1.5	0.2	0.0	0.0		0.0	0.2	0.0	1	128	8
胚芽粳米(台粳10號）	360 	357	13.1	7.3	1.7	0.5	0.8	77.2	1.8	0.0	0.0	0.0		0.0	0.0	0.0	1	149	8
胚芽粳米(台粳9號)	363 	360	12.3	9.1	1.5	0.4	0.7	76.5	1.3	0.3	0.0	0.0		0.0	0.3	0.0	2	107	8
發芽粳米平均值	355 	348	14.8	7.8	2.3	0.5	1.1	74.0	3.3	0.2	0.2	0.0		0.0	0.0	0.0	3	126	29
發芽粳米(台粳71號)	357 	350	14.8	7.4	2.8	0.6	1.1	73.9	3.3	0.3	0.3	0.0		0.0	0.0	0.0	3	167	31
發芽粳米(台粳9號）	353 	346	14.8	8.2	1.9	0.5	1.0	74.1	3.4	0.0	0.0	0.0		0.0	0.0	0.0	3	86	28
糙秈米	359 	352	14.4	7.3	3.2	0.8	1.5	73.6	3.3	0.3	0.2	0.0		0.0	0.1	0.0	4	304	14
糙粳米平均值	362 	354	13.1	8.2	2.5	0.6	1.1	75.1	4.0	0.5	0.0	0.0		0.0	0.5	0.0	3	222	11
糙粳米(台粳71號)	360 	353	13.6	9.0	2.6	0.5	1.2	73.6	3.5	0.5	0.0	0.0		0.0	0.5	0.0	3	223	9
糙粳米(台粳9號)	364 	355	12.5	7.4	2.3	0.6	1.1	76.6	4.5	0.5	0.0	0.0		0.0	0.5	0.0	3	220	13
加鈣米	355 	354	13.6	7.4	0.7	0.2	0.6	77.7	0.7								8	83	170
高纖米	363 	357	12.8	8.3	2.5	0.5	1.2	75.2	2.8								3	260	4
五穀米	358 	348	14.3	8.7	2.9	0.8	1.3	72.9	4.9	0.9	0.4	0.0		0.0	0.5	0.0	2	261	19
米胚芽	391 	360	11.4	17.0	12.7	3.0	5.9	52.9	14.7								5	1321	43
秈米粉	363 	362	11.9	4.2	0.4	0.1	0.2	83.4	0.5	0.0	0.0	0.0		0.0	0.0	0.0	10	15	12
糙米粉	393 	386	5.9	11.3	3.2		1.5	78.1	3.2								6	267	11
白糯米粉	360 	359	12.6	4.5	0.4	0.1	0.2	82.3	0.6	0.0	0.0	0.0		0.0	0.0	0.0	16	33	18
米粉平均值	366 	365	10.9	2.1	0.8		0.9	85.3	0.8								136	9	10
埔里米粉	358 	355	11.1	0.5	0.5		0.1	87.7	1.2								3	4	9
細米粉	355 	353	10.2	0.4	0.6		1.7	87.2	1.0								197	8	3
濁水米粉	357 	357	11.3	5.3	1.3		1.0	81.1	0.2								209	14	19
米粄條	129 	127	68.4	1.1	0.9	0.2	0.4	29.2	1.4	0.2	0.0	0.0		0.2	0.0	0.0	82	3	11
米苔目	121 	121	69.7	0.6	0.1	0.0	0.1	29.6	0.1								10	5	10
粿仔條	193 	193	53.0	0.5	1.2	0.2	0.2	45.0	0.3								15	4	19
免煮飯	168 	167	59.3	3.2	0.3	0.1	0.1	37.1	0.4								16	8	3
白飯	183 	182	55.6	3.1	0.3	0.1	0.1	41.0	0.6								2	40	1
米漿(散裝)	62 	60	85.1	0.6	0.5	0.1	0.1	13.7	0.7								2	13	4
保久米漿	62 	61	86.0	1.0	1.5	0.3	0.2	11.3	0.7	10.0	0.0	0.0		0.0	10.0	0.0	21	24	5
糙米漿	71 	69	84.7	1.3	2.2	0.5	0.2	11.6	0.9	9.0	0.0	0.0		0.0	9.0	0.0	20	36	4
糙秈米漿	68 	66	85.5	0.9	2.1	0.5	0.1	11.4	0.9	9.3	0.0	0.0		0.0	9.3	0.0	28	42	6
糯米漿	51 	51	88.1	0.8	0.8	0.2	0.1	10.2	0.1								27	21	3
黑糯米漿	50 	50	87.7	0.4	0.2	0.1	0.1	11.6	0.2								14	9	4
高梁	372 	361	11.3	11.0	3.0	0.7	1.1	73.6	5.2	0.0	0.0	0.0		0.0	0.0	0.0	3	231	7
糯高梁	362 	357	12.1	10.7	1.0	0.2	0.5	75.7	2.5								0	129	8
黑麥片	359 	336	12.5	7.8	1.2	0.3	1.2	77.3	10.8								1	357	16
黑麥汁	52 	52	87.0	0.3	0.0	0.0	0.0	12.6	0.1	10.7	3.3	2.1		2.8	2.4	0.0	6	24	2
燕麥	406 	388	10.0	10.9	10.2	1.9	1.5	67.4	8.5								4	293	25
燕麥片	393 	383	10.1	12.3	9.7		3.8	64.1	4.7								3	329	40
即食燕麥片	406 	384	9.1	11.9	9.6	1.7	1.5	67.9	10.5	0.9	0.0	0.0		0.0	0.9	0.0	3	332	30
燕麥奶	44 	42	89.9	1.0	0.8	0.2	0.1	8.1	1.1	3.8	0.0	0.0		3.8	0.0	0.0	14	31	4
蕎麥(甜蕎)	361 	353	13.2	11.0	2.9	0.6	1.6	71.3	3.5								2	394	13
蕎麥麵(乾)	355 	346	12.2	12.7	1.7	0.5	2.8	70.6	4.1	1.7	0.6	0.0		0.8	0.4	0.0	733	205	27
蕎麥麵(濕)	155 	150	63.1	6.3	1.5	0.3	0.5	28.6	2.6	0.2	0.0	0.0		0.2	0.0	0.0	136	24	11
薏仁	378 	375	11.5	14.1	6.1	0.9	2.1	66.2	1.8								2	251	19
糙薏仁	387 	379	11.0	13.7	7.4	1.1	2.0	65.9	3.8	0.4	0.0	0.0		0.0	0.4	0.0	1	453	11
薏仁粉	395 	389	4.7	10.9	3.5	0.5	1.0	80.0	3.0								11	185	14
紅藜	379 	361	12.2	12.1	6.7	0.9	2.2	66.8	8.3	1.6	0.3	0.1	0.0	0.0	1.2	0.0	2	803	31
淮山	363 	351	11.2	5.3	0.3	0.1	0.8	82.4	5.4								11	291	37
山藥平均值	85 	83	78.3	2.8	0.1	0.1	1.0	17.8	1.3	0.3	0.0	0.3	0.0	0.0	0.0	0.0	4	533	17
山藥(二刺)	89 	86	77.4	2.7	0.1		0.9	18.9	1.6								2	552	3
山藥(大汕1號)	80 	78	79.6	2.4	0.1		0.9	17.0	1.0								4	544	3
山藥(大汕3號)	73 	70	81.3	2.6	0.1		1.0	15.0	1.3								2	580	1
山藥(大刺)	85 	82	78.3	3.5	0.1		1.0	17.1	1.2								8	573	8
山藥(中國長品)	74 	73	81.0	2.5	0.1		1.0	15.5	0.4								1	588	3
山藥(台農1號)	93 	91	76.5	2.6	0.1		0.8	19.9	1.2								1	427	5
山藥(台農2號)	95 	94	75.6	3.2	0.1		1.2	19.9	0.6								14	609	12
山藥(白皮削)	75 	72	80.8	2.5	0.1		1.0	15.7	1.4								2	592	1
山藥(尖石原生種)	65 	62	83.3	3.1	0.1		1.0	12.4	1.3								3	591	2
山藥(宜蘭原生種)	140 	135	64.8	4.8	0.2		1.1	29.1	2.3								4	585	19
山藥(花蓮3號)	93 	90	76.5	1.7	0.1		0.8	20.9	1.4								6	437	16
山藥(青森)	94 	89	76.3	2.6	0.2		1.0	19.9	2.1								4	566	14
山藥(高田)	71 	69	81.9	3.1	0.1		0.9	14.0	1.1								4	524	1
山藥(白肉)	69 	67	82.6	2.1	0.1	0.1	0.7	14.4	1.0	0.3	0.0	0.3	0.0	0.0	0.0	0.0	1	296	146
紅薯	92 	90	76.5	2.8	0.1		1.0	19.6	1.1								3	570	2
木薯粉	362 	361	12.2	0.1	0.2	0.0	0.2	87.3	0.2	0.0	0.0	0.0		0.0	0.0	0.0	1	27	32
冰心地瓜	119 	113	70.0	1.3	0.1		1.2	27.5	2.9	2.5	0.8	1.2		0.6	0.0	0.0	73	397	17
菱角牛奶地瓜	133 	130	66.9	1.9	0.3	0.2	1.0	29.9	1.6	4.8	0.9	0.6		0.5	2.7	0.0	85	354	17
芋心甘薯	122 	116	69.4	1.1	0.1		0.9	28.5	2.8	4.3	1.2	0.9		0.0	2.2	0.0	87	272	33
紅肉甘薯	114 	109	71.7	1.8	0.2	0.2	0.8	25.4	2.4	5.1	0.5	0.4		0.4	3.9	0.0	42	300	25
金時地瓜	138 	134	65.7	1.6	0.4	0.3	1.1	31.3	2.2	5.4	1.0	0.9		0.5	3.0	0.0	45	331	39
黃肉甘薯	121 	115	70.0	1.3	0.2	0.1	0.8	27.8	2.5	4.8	0.6	0.4		0.3	3.5	0.0	51	276	46
甘薯粉	358 	356	12.9	1.0	0.2		0.5	85.5	0.5	0.0	0.0	0.0		0.0	0.0	0.0	19	44	49
油炸脫水甘薯	525 	475	3.6	2.3	30.1		2.8	61.2	25.0								305	790	158
芋頭	128 	123	68.9	2.5	1.1		1.1	26.4	2.3								5	500	28
芋頭(2021年)	107 	103	73.1	1.1	0.0	0.0	0.9	24.8	1.7	1.6	0.5	0.4	0.0	0.0	0.7	0.0	0	326	20
小芋頭(山芋)	113 	107	72.5	2.3	1.2	0.4	1.2	22.8	2.9	1.8	0.9	0.9		0.0	0.0	0.0	5	567	22
檳榔心芋	121 	115	69.5	1.3	0.0		1.1	28.1	2.7								2	385	28
冷凍芋頭塊	147 	135	65.3	2.2	4.3		3.3	24.9	5.7								15	490	38
芋頭粉	333 	315	16.1	0.1	0.0	0.0	0.7	83.1	9.1	73.5	39.2	0.0		0.0	0.0	34.3	34	5	9
豆薯	31 	29	92.1	0.7	0.1	0.0	0.3	6.8	1.3	4.0	1.5	1.2		0.0	1.3	0.0	4	108	12
紅馬鈴薯(粉紅珍珠馬鈴薯)	66 	63	83.0	1.6	0.0	0.0	1.0	14.4	1.3	2.4	1.1	1.0		0.0	0.3	0.0	2	492	7
馬鈴薯	77 	74	80.5	2.6	0.2		0.9	15.8	1.3								3	386	4
小馬鈴薯(珍珠馬鈴薯)	59 	57	84.6	1.7	0.0	0.0	0.9	12.8	1.2	2.8	1.6	1.3		0.0	0.0	0.0	7	424	4
馬鈴薯粉	346 	346	15.8	0.1	0.1		0.2	83.8	0.2								8	48	39
荸薺	67 	63	82.6	1.7	0.1		1.1	14.5	2.1								21	461	3
荸薺粉	365 	364	11.2	0.4	0.2	0.0	0.4	87.8	0.5	0.0	0.0	0.0		0.0	0.0	0.0	4	42	11
蓮藕	65 	58	83.4	2.0	0.2	0.1	0.9	13.5	3.3	3.2	0.8	0.9		0.0	1.4	0.0	16	327	24
熟蓮藕	50 	47	87.3	1.1	0.1		0.5	11.0	1.4								29	183	13
熟蓮藕切片(水煮)	73 	66	82.0	0.8	0.0	0.0	0.2	16.9	3.4	0.0	0.0	0.0		0.0	0.0	0.0	77	1	20
蓮藕粉	365 	364	11.3	0.1	0.1		0.2	88.3	0.3								5	32	44
菱角(生)	76 	72	81.0	1.9	0.3		0.7	16.1	1.9								21	250	19
菱角仁(生)	118 	113	69.8	4.1	0.3	0.1	1.7	24.1	2.2	1.3	0.3	0.2		0.0	0.9	0.0	15	396	23
菱角(熟)	146 	140	63.4	4.2	0.3		1.2	31.0	3.0								16	426	11
西谷米	371 	370	9.9	0.1	0.1		0.2	89.7	0.3								14	17	11
蒟蒻粉	351 	337	9.3	0.2	0.2	0.0	3.1	87.2	7.4	83.0	83.0	0.0		0.0	0.0	0.0	13	1807	291
粉粿	65 	64	84.2	0.0	0.1	0.0	0.2	15.5	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30	29	9
甘扁桃仁片(生)	564 	550	5.0	27.3	47.8	3.7	3.0	17.0	6.5	3.6	0.0	0.0		0.0	3.6	0.0	20	626	273
甘扁桃仁片(熟)	618 	588	3.0	23.4	56.9	2.7	1.8	14.8	14.4	0.0	0.0	0.0		0.0	0.0	0.0	73	61	262
甘扁桃仁(熟)	588 	568	1.9	21.9	49.8	4.2	3.1	23.2	9.8	4.3	0.0	0.0		0.0	4.3	0.0	1	728	253
蒜味甘扁桃仁	603 	584	1.5	23.3	53.6	4.8	3.5	18.0	9.3	4.5	0.0	0.0		0.0	4.5	0.0	203	583	287
杏仁霜	530 	520	5.1	9.7	36.4	3.2	1.8	47.1	4.8	26.2	26.2	0.0		0.0	0.0	0.0	172	221	109
松子仁(生)	678 	669	1.9	16.6	69.5	5.9	2.6	9.4	4.2	3.6	0.0	0.0		0.0	3.6	0.0	4	641	15
原味松子仁	680 	668	1.0	14.5	69.0	6.8	2.6	13.0	6.0	2.7	0.0	0.1		0.0	2.6	0.0	1	671	13
蜜汁松子仁	697 	689	1.2	14.9	62.4	5.2	2.5	19.0	4.0								2	339	15
原味夏威夷豆	700 	687	1.2	7.5	71.6	12.2	1.5	18.2	6.3	4.8	0.0	0.0		0.0	4.8	0.0	1	444	58
鹽酥夏威夷豆	720 	709	0.9	9.4	76.3	12.9	1.4	12.0	5.4	4.3	0.0	0.0		0.0	4.3	0.0	80	342	53
生核桃	667 	655	3.7	15.4	67.9	6.1	1.8	11.2	6.2	1.8	0.0	0.0		0.0	1.8	0.0	5	453	99
甜核桃	723 	711	1.6	14.4	67.4	6.6	1.8	14.7	6.2	3.7	0.0	0.0		0.0	3.7	0.0	28	514	96
栗子(生)	264 	242	34.3	4.6	1.4	0.3	1.7	57.9	10.4	26.1	0.7	0.5		0.0	24.8	0.0	1	758	39
栗子仁(生)	176 	158	55.9	3.7	0.7	0.1	1.0	38.7	8.7	8.1	0.0	0.0		0.0	8.1	0.0	2	463	25
糖炒栗子	210 	198	47.6	4.2	0.8	0.2	1.1	46.3	5.7								2	534	30
無花果	365 	337	11.5	3.6	4.3	0.5	2.9	77.8	13.3								10	898	363
開心果	601 	573	1.1	22.4	52.7	5.8	3.7	20.1	13.6	6.2	0.0	0.0		0.0	6.2	0.0	462	988	107
腰果(生)	568 	561	3.3	18.3	45.5	9.9	2.5	30.3	3.6	7.2	0.0	0.0		0.0	7.2	0.0	11	647	45
原味腰果	566 	556	2.2	16.4	43.7	10.3	2.5	35.2	5.0	6.5	0.0	0.0		0.0	6.5	0.0	10	733	40
蜜汁腰果	600 	596	2.2	17.6	43.6	10.4	2.4	34.3	2.0								12	618	46
原味榛果	672 	655	1.1	13.0	66.5	5.7	2.2	17.2	8.0	2.5	0.0	0.0		0.0	2.5	0.0	1	638	182
山粉圓	400 	280	8.7	16.3	12.8	1.3	4.2	58.0	57.9								5	528	1073
玉桂西瓜子	492 	459	5.3	31.1	34.4	5.9	5.5	23.8	16.3								854	779	47
醬油西瓜子	509 	487	5.1	29.5	37.7	6.8	5.2	22.5	10.9	1.8	0.0	0.0		0.0	1.8	0.0	685	788	87
亞麻仁籽	524 	476	7.6	20.8	40.3	4.3	3.1	28.1	23.1	1.3	0.0	0.0		0.0	1.3	0.0	46	629	253
亞麻仁籽粉	557 	506	2.9	21.7	43.6	3.9	3.2	28.6	24.5	1.0	0.0	0.0		0.0	1.0	0.0	16	798	328
咖啡豆(曼特寧)	437 	337	2.1	13.9	14.9	6.8	4.1	65.1	48.4								2	1095	106
奇亞子	483 	422	7.2	21.7	31.8	3.3	4.5	34.8	29.7	0.4	0.0	0.0	0.0	0.0	0.4	0.0	0	881	831
白芝麻(生)	598 	576	4.7	22.3	54.9	8.2	3.1	15.0	10.5	1.0	0.0	0.0		0.0	1.0	0.0	39	461	64
黑芝麻(生)	551 	519	6.0	22.2	48.1	7.6	6.1	17.6	15.5	0.7	0.3	0.2		0.0	0.3	0.0	2	470	1354
白芝麻(熟)	626 	603	1.9	20.3	58.7	9.5	3.4	15.7	10.7	0.5	0.0	0.0		0.0	0.5	0.0	24	506	76
黑芝麻(熟)	599 	571	1.5	17.3	54.4	8.4	6.1	20.6	14.0	0.2	0.0	0.0		0.0	0.2	0.0	2	526	1479
黑芝麻粉	601 	576	2.2	15.7	55.2	8.2	6.1	20.8	12.3	0.0	0.0	0.0		0.0	0.0	0.0	3	471	1449
帶殼花生(生鮮)	331 	314	43.7	15.3	27.2	7.3	1.6	12.2	8.1	1.7	0.2	0.3		0.0	1.3	0.0	1	473	43
冷凍帶殼花生(熟)	344 	344	40.0	17.2	27.4	5.6	2.1	13.3									363	247	52
生鮮花生仁	506 	478	9.9	28.8	38.5	8.1	2.3	20.6	13.5								32	933	36
去膜花生仁(生)	558 	544	4.2	28.8	45.4	10.1	2.5	19.1	6.6	4.5	0.0	0.0		0.0	4.5	0.0	2	660	50
帶膜花生仁(生)	516 	500	7.5	23.6	38.1	8.2	2.4	28.4	7.9	4.4	0.0	0.0		0.0	4.4	0.0	13	671	91
紅土帶殼花生(熟)	555 	540	1.4	31.2	43.9	9.1	3.9	19.5	7.5	3.8	0.0	0.0	0.0	0.0	3.8	0.0	645	547	81
鹽酥帶殼花生(熟)	531 	513	2.3	28.2	38.1	7.7	3.2	28.1	9.0	3.7	0.0	0.0		0.0	3.7	0.0	319	681	78
花生粉	516 	506	1.9	28.5	33.8		2.9	33.0	4.9								11	940	115
醃漬花生仁	288 	288	58.2	10.6	26.0		2.3	2.9											
糖漬花生仁	382 	373	32.8	14.2	23.3	4.9	0.9	28.8	4.1								37	107	43
油炸花生仁	623 	609	1.8	28.9	48.4	10.5	3.0	18.0	7.0	3.7	0.0	0.0		0.0	3.7	0.0	430	535	73
蛋酥花生仁	606 	592	1.3	21.1	43.8	10.9	2.0	31.8	7.3								45	464	56
鹽酥花生仁	557 	537	2.1	28.8	35.9	7.5	3.6	29.6	9.9	6.9	0.0	0.0		0.0	6.9	0.0	454	774	76
芡實	343 	336	14.1	9.9	0.1	0.0	0.4	75.4	3.1								0	80	7
調味南瓜子(去殼)	561 	544	2.8	30.4	47.9	9.1	5.4	13.5	8.3	1.4	0.0	0.0		0.0	1.4	0.0	183	920	53
調味南瓜子(帶殼)	564 	552	2.6	25.9	47.2	9.3	4.8	19.5	6.1	1.5	0.0	0.0		0.0	1.5	0.0	395	639	49
愛玉子	407 	300	7.8	12.2	12.5	1.2	3.8	63.7	51.6								6	729	714
原味葵瓜子(去殼)	586 	569	4.0	22.0	51.9	5.1	3.5	18.7	8.3	3.0	0.0	0.0		0.0	3.0	0.0	1	821	90
甘草葵瓜子(帶殼)	527 	486	3.2	26.8	39.3	5.0	5.0	25.8	19.7								637	536	45
鹽酥葵瓜子(帶殼)	575 	558	2.5	25.9	49.3	5.7	4.5	17.8	8.1	2.6	0.0	0.0		0.0	2.6	0.0	668	619	140
銀杏果	142 	136	65.0	4.1	1.2	0.2	0.8	28.9	3.2	1.3	0.1	0.3		0.0	0.9	0.0	14	246	11
生鮮蓮子	141 	124	63.2	9.3	0.5	0.2	1.4	25.6	8.0	0.0	0.0	0.0		0.0	0.0	0.0	119	305	69
生蓮子	334 	307	12.0	21.8	1.2	0.4	4.1	60.9	13.1	2.2	0.0	0.1		0.0	2.0	0.0	305	714	129
糖漬蓮子	230 	223	41.9	5.7	0.1	0.0	0.9	51.4	3.3								11	155	54
山竹	69 	67	80.8	0.6	0.3		0.2	18.1	1.6								3	82	11
木瓜平均值	38 	36	89.1	0.6	0.1		0.4	9.9	1.4	6.2	3.2	3.0		0.0	0.0	0.0	3	186	23
木瓜(2月取樣)	31 	29	91.0	0.7	0.1		0.4	7.7	1.6	6.2	3.2	3.0		0.0	0.0	0.0	2	204	16
木瓜(5月取樣)	44 	41	87.4	0.7	0.1		0.5	11.3	1.5								4	209	39
木瓜(8月取樣)	33 	31	90.3	0.5	0.0		0.4	8.8	1.4								3	186	22
